variable,year,value,scenario,variant
Prozentuale Einsparung seit 2000,2025,-0.27614410399909983,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2026,-0.2910058200608072,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2027,-0.3061253254328944,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2028,-0.3213096543931786,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2029,-0.33597754953155645,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2030,-0.3502344539580663,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2031,-0.3640185879437532,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2032,-0.37756228662042524,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2033,-0.39038404885408484,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2034,-0.4027730457843469,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2035,-0.414391185390912,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2036,-0.4258375554136363,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2037,-0.4368966641261277,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2038,-0.44753508674848475,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2039,-0.4572131331627616,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2040,-0.46690231594350706,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2041,-0.4757716320456661,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2042,-0.4839586848197769,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2043,-0.491844924827497,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2044,-0.4991108696900465,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2045,-0.5061970613239734,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2046,-0.5129970783247819,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2047,-0.5195292489581955,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2048,-0.5256436188830425,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2049,-0.5311352257695183,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2050,-0.5364632376965207,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2051,-0.5414237600815519,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2052,-0.5461983998830362,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2053,-0.5505209125903576,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2054,-0.5546323788992319,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2055,-0.558639025669962,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2056,-0.562190673310368,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2057,-0.5655820112329948,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2058,-0.5687818814003653,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2059,-0.5717608618318112,ZERO-A,KKW50
Prozentuale Einsparung seit 2000,2060,-0.5747640952106924,ZERO-A,KKW50
Summe pro Kopf [GJ/Einwohner],2000,109.03039878964354,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2001,112.00120436803037,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2002,108.01429285275859,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2003,110.72965445967291,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2004,110.7634952659587,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2005,111.65744692082816,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2006,110.2942714843463,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2007,105.76542787412761,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2008,108.33547335125039,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2009,104.6768819108862,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2010,108.00404125635964,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2011,98.68762608646209,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2012,101.35888009689926,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2013,102.80334203252474,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2014,92.99111834174045,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2015,93.20138975260056,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2016,93.63705433688537,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2017,91.96679047464045,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2018,88.35034651683756,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2019,87.73851206732694,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2020,87.37923276302286,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2021,85.73145578649309,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2022,84.08062099986996,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2023,82.45375185962754,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2024,80.84737993805544,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2025,79.22534759062034,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2026,77.65388862160346,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2027,76.05167413028512,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2028,74.45610975745294,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2029,72.89652790927069,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2030,71.38612355714962,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2031,69.94003610303054,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2032,68.5229688541852,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2033,67.19981565476347,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2034,65.89270783253129,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2035,64.67994626403782,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2036,63.504861233485,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2037,62.33956639672503,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2038,61.26075792957462,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2039,60.270448139405225,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2040,59.29324679736639,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2041,58.39557777150517,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2042,57.564091269289776,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2043,56.75265765956005,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2044,56.019598886186664,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2045,55.32125062911271,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2046,54.63419421164425,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2047,53.98630476791985,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2048,53.38878289390991,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2049,52.82749758631643,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2050,52.26742090127359,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2051,51.76073010688762,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2052,51.280929210358224,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2053,50.82422966721922,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2054,50.40592458304433,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2055,49.984862899195946,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2056,49.6100903996726,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2057,49.228332270182044,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2058,48.86200419967997,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2059,48.512565059754884,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2060,48.157327274172864,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2000,100.0,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2001,102.72474980497735,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2002,99.06805262737288,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2003,101.55851550475185,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2004,101.58955345991065,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2005,102.40946392964506,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2006,101.15919294869424,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2007,97.00544898325543,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2008,99.36263148066266,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2009,96.0070614002277,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2010,99.0586501153095,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2011,90.5138632729977,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2012,92.9638717477818,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2013,94.28869670638103,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2014,85.28916648388282,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2015,85.48202224997593,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2016,85.88160309084338,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2017,84.34967815909346,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2018,81.03276471298176,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2019,80.47160520489717,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2020,80.14208306401494,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2021,78.6307825507435,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2022,77.11667748926597,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2023,75.624553129177,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2024,74.15122831389192,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2025,72.6635401411975,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2026,71.22223662725845,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2027,69.75272490474376,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2028,68.28931250733469,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2029,66.85890239648917,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2030,65.47359667543505,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2031,64.1472808312556,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2032,62.847581605556755,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2033,61.634018036029204,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2034,60.43517089179924,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2035,59.32285581090764,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2036,58.245096723902954,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2037,57.17631696184026,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2038,56.18686037071855,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2039,55.27857258936315,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2040,54.38230755421072,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2041,53.55898760323711,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2042,52.79636863509079,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2043,52.05214168670069,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2044,51.37979821046733,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2045,50.73929036602542,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2046,50.10913911912957,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2047,49.51491085717999,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2048,48.9668784913049,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2049,48.45208141285305,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2050,47.938392853276724,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2051,47.47366851950303,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2052,47.033606938645114,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2053,46.614733350903656,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2054,46.23107421655348,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2055,45.84488679678557,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2056,45.50115467832711,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2057,45.151015511885014,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2058,44.815028416021185,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2059,44.494531431873426,ZERO-B,KKW50
Veränderung (Referenzindex 2000),2060,44.1687160725557,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2000,0.0,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2001,0.027247498049773444,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2002,-0.009319473726271177,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2003,0.015585155047518562,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2004,0.01589553459910653,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2005,0.024094639296450504,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2006,0.011591929486942432,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2007,-0.029945510167445732,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2008,-0.006373685193373446,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2009,-0.039929385997723,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2010,-0.00941349884690501,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2011,-0.09486136727002303,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2012,-0.0703612825221821,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2013,-0.057113032936189634,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2014,-0.14710833516117172,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2015,-0.1451797775002408,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2016,-0.14118396909156616,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2017,-0.15650321840906545,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2018,-0.18967235287018247,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2019,-0.19528394795102821,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2020,-0.19857916935985065,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2021,-0.21369217449256495,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2022,-0.22883322510734028,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2023,-0.24375446870822992,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2024,-0.25848771686108074,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2025,-0.273364598588025,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2026,-0.2877776337274155,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2027,-0.30247275095256243,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2028,-0.3171068749266531,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2029,-0.3314109760351083,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2030,-0.3452640332456496,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2031,-0.35852719168744407,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2032,-0.37152418394443243,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2033,-0.38365981963970797,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2034,-0.3956482910820076,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2035,-0.4067714418909236,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2036,-0.41754903276097044,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2037,-0.42823683038159743,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2038,-0.4381313962928145,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2039,-0.4472142741063685,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2040,-0.4561769244578928,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2041,-0.46441012396762893,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2042,-0.47203631364909204,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2043,-0.4794785831329931,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2044,-0.4862020178953267,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2045,-0.49260709633974575,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2046,-0.49890860880870425,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2047,-0.5048508914282002,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2048,-0.510331215086951,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2049,-0.5154791858714696,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2050,-0.5206160714672328,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2051,-0.5252633148049697,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2052,-0.5296639306135489,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2053,-0.5338526664909635,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2054,-0.5376892578344652,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2055,-0.5415511320321442,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2056,-0.5449884532167288,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2057,-0.5484898448811499,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2058,-0.5518497158397881,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2059,-0.5550546856812657,ZERO-B,KKW50
Prozentuale Einsparung seit 2000,2060,-0.558312839274443,ZERO-B,KKW50
Summe pro Kopf [GJ/Einwohner],2000,109.03039878964354,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2001,112.00120436803037,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2002,108.01429285275859,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2003,110.72965445967291,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2004,110.7634952659587,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2005,111.65744692082816,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2006,110.2942714843463,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2007,105.76542787412761,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2008,108.33547335125039,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2009,104.6768819108862,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2010,108.00404125635964,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2011,98.68762608646209,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2012,101.35888009689926,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2013,102.80334203252474,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2014,92.99111834174045,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2015,93.20138975260056,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2016,93.63705433688537,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2017,91.96679047464046,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2018,88.35034651683758,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2019,87.73851206732694,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2020,87.3041123742371,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2021,85.61472100369191,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2022,83.90591102336073,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2023,82.19762153261323,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2024,80.51157565773899,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2025,78.85097109317319,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2026,77.21217175925365,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2027,75.5549676012556,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2028,73.90669932784665,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2029,72.32900781533516,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2030,70.79198712237479,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2031,69.32978243121923,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2032,67.89472904901336,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2033,66.52840498611519,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2034,65.22601422410808,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2035,63.99114120524999,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2036,62.80558619608824,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2037,61.668471590522685,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2038,60.57504561672182,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2039,59.58606640602725,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2040,58.61497926247524,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2041,57.70118700898181,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2042,56.869076153419144,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2043,56.06233877185347,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2044,55.32096673968283,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2045,54.610688767516976,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2046,53.921012829322926,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2047,53.260865229269186,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2048,52.650528279303046,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2049,52.10137505778123,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2050,51.56769036220436,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2051,51.05013772931216,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2052,50.569000912085805,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2053,50.1288031643165,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2054,49.7045740839138,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2055,49.29542263687512,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2056,48.91716545491664,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2057,48.542390908834065,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2058,48.19639607225567,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2059,47.85610796873995,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2060,47.528846449518234,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2000,100.0,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2001,102.72474980497735,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2002,99.06805262737288,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2003,101.55851550475185,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2004,101.58955345991065,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2005,102.40946392964506,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2006,101.15919294869424,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2007,97.00544898325543,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2008,99.36263148066266,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2009,96.0070614002277,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2010,99.0586501153095,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2011,90.5138632729977,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2012,92.9638717477818,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2013,94.28869670638103,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2014,85.28916648388282,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2015,85.48202224997593,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2016,85.88160309084338,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2017,84.34967815909347,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2018,81.03276471298177,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2019,80.47160520489717,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2020,80.07318449112181,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2021,78.52371627922926,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2022,76.95643779607151,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2023,75.38963669315766,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2024,73.84323688760692,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2025,72.32017122610304,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2026,70.81710478581483,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2027,69.29715789357668,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2028,67.78540677489187,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2029,66.33838692535853,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2030,64.92866935115632,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2031,63.58757117359517,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2032,62.2713755087746,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2033,61.01821668512004,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2034,59.82369591250518,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2035,58.691100753204175,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2036,57.60373885934457,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2037,56.560805312197374,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2038,55.55794190351586,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2039,54.65087449692712,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2040,53.76021725423873,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2041,52.92210947545637,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2042,52.158917865776864,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2043,51.418998182347885,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2044,50.73902998962304,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2045,50.087580503928486,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2046,49.45502669705425,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2047,48.849555555627546,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2048,48.289769517291866,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2049,47.78609968977769,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2050,47.2966172137881,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2051,46.821930668900066,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2052,46.380643814437924,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2053,45.97690526752258,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2054,45.587812789542035,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2055,45.212549146025445,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2056,44.8656209625486,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2057,44.52188696703635,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2058,44.20454901320025,ZERO-C,KKW50
